CSID,CaseMasterID,csdate,cstype,PolicePersonID
237,268,18-02-2025 17:20,B,1234
238,270,05-02-2026 02:40,A,941
239,271,17-05-2025 04:02,C,683
240,272,18-03-2025 15:07,A,800
241,273,03-02-2024 11:42,B,933
242,275,23-11-2022 23:46,A,957
243,276,06-07-2026 19:26,A,803
244,277,05-07-2026 06:28,A,858
245,279,15-07-2025 11:06,A,688
246,280,30-06-2025 12:17,A,748
247,281,17-08-2024 14:05,A,1178
248,282,31-12-2025 10:15,A,1379
249,284,06-07-2026 06:04,A,1040
250,285,14-02-2022 10:49,A,1609
251,286,05-04-2024 19:00,A,1028
252,287,18-02-2025 08:51,B,900
253,288,08-04-2022 00:08,A,1014
254,290,08-03-2025 00:11,A,1160
255,291,15-03-2022 13:33,A,1278
256,292,21-07-2022 15:28,A,857
257,293,29-06-2022 19:02,A,1111
258,294,08-10-2021 00:03,A,1535
259,295,22-07-2022 22:58,C,773
260,296,31-10-2021 02:20,C,1493
261,297,27-04-2022 18:35,A,920
262,298,17-10-2025 19:33,A,988
263,299,05-03-2023 22:07,C,1205
264,300,04-07-2026 07:26,B,977
265,302,30-03-2023 10:27,A,1001
266,303,13-07-2026 00:00,A,973
267,304,04-07-2024 23:47,A,825
268,305,15-10-2025 17:03,A,896
269,306,28-10-2022 13:22,A,1089
270,307,15-05-2022 23:03,C,1498
271,309,07-07-2023 06:09,A,1055
272,310,25-01-2025 03:22,B,1142
273,311,12-08-2023 13:54,A,1177
274,313,22-11-2021 21:53,A,1250
275,314,15-01-2024 22:48,A,1129
276,315,01-08-2021 04:36,A,797
277,316,12-12-2025 23:40,A,898
278,317,16-07-2024 14:21,B,877
279,319,24-08-2025 23:20,A,867
280,322,12-09-2024 01:43,A,956
281,323,07-02-2026 21:27,A,797
282,324,06-05-2026 16:07,A,1122
283,326,10-11-2023 09:43,A,785
284,327,29-03-2023 19:03,A,875
285,328,05-01-2025 06:49,A,735
286,329,25-11-2022 15:47,A,978
287,330,09-03-2022 12:34,A,890
288,331,25-07-2025 02:25,A,1167
289,332,21-05-2023 14:58,A,1328
290,333,26-07-2021 18:27,A,884
291,334,22-05-2023 12:01,B,1019
292,335,19-07-2023 19:29,A,1061
293,337,15-04-2026 18:25,A,1554
294,338,23-04-2022 09:47,A,1111
295,339,06-03-2025 20:07,A,975
296,341,22-07-2025 11:22,A,1260
297,342,29-03-2023 03:09,A,920
298,343,06-09-2022 19:09,A,1204
299,344,11-05-2024 18:48,A,1253
300,345,16-02-2021 18:41,A,907
301,347,19-06-2021 14:04,A,915
302,348,06-01-2026 09:50,A,902
303,349,22-04-2024 14:28,A,1168
304,350,14-01-2023 09:04,A,929
305,351,21-05-2025 16:24,A,979
306,352,12-03-2022 01:28,A,1092
307,354,23-05-2023 10:38,A,905
308,355,08-06-2024 10:45,A,876
309,356,27-01-2023 05:02,A,1231
310,357,03-11-2021 19:10,A,903
311,358,14-07-2026 00:00,A,931
312,359,08-10-2023 10:04,A,920
313,360,11-04-2024 21:24,A,902
314,362,03-01-2023 19:55,A,924
315,364,30-03-2024 18:42,B,1210
316,365,13-05-2022 21:25,A,795
317,367,07-07-2023 02:19,A,1142
318,368,24-02-2022 21:44,A,851
319,369,04-11-2022 13:32,C,1106
320,370,14-08-2024 05:13,A,1069
321,371,11-11-2024 04:09,A,956
322,372,23-04-2023 03:32,A,1117
323,373,10-09-2025 19:24,A,856
324,374,13-12-2022 22:49,A,780
325,376,01-01-2023 23:15,A,1063
326,377,25-01-2025 23:50,A,1021
327,378,05-10-2021 15:57,A,781
328,379,05-09-2024 18:28,A,1331
329,380,24-09-2024 13:10,A,901
330,381,25-12-2021 04:55,B,1183
331,382,28-12-2022 11:35,A,1198
332,383,15-09-2025 02:48,A,685
333,384,01-01-2022 16:09,A,1201
334,385,04-09-2021 11:59,A,855
335,386,16-05-2021 12:32,A,969
336,387,22-11-2025 00:20,A,1065
337,388,05-04-2022 20:21,C,856
338,389,13-06-2025 22:53,A,1105
339,390,06-10-2022 15:28,A,790
340,391,11-07-2026 00:00,A,1101
341,392,05-12-2025 09:15,A,737
342,393,28-01-2023 19:29,A,821
343,394,15-05-2024 15:38,B,1004
344,395,27-03-2024 18:15,A,900
345,397,03-01-2026 18:26,A,945
346,398,03-01-2022 02:33,C,688
347,399,16-01-2022 16:35,A,1043
348,402,26-05-2023 15:02,A,1207
349,403,12-04-2024 02:22,C,791
350,404,23-12-2022 20:06,B,865
351,405,12-12-2024 17:21,A,966
352,406,20-09-2024 21:29,B,1141
353,407,23-10-2023 14:02,A,863
354,408,26-07-2021 06:56,A,898
355,409,26-09-2023 17:30,A,902
356,410,15-07-2026 00:00,C,887
357,411,25-03-2024 10:17,A,794
358,412,18-08-2022 14:57,A,1184
359,413,19-01-2026 05:31,A,1705
360,414,04-05-2024 02:46,C,699
361,415,26-12-2025 19:52,A,726
362,416,02-10-2025 21:18,A,857
363,417,09-06-2023 22:27,A,780
364,418,21-07-2025 11:39,A,864
365,419,23-06-2025 01:04,B,1252
366,420,31-10-2025 00:09,A,1197
367,421,05-02-2023 14:02,C,768
368,423,27-02-2025 12:36,A,1172
369,424,03-07-2025 21:28,A,1106
370,425,18-01-2026 16:23,A,1046
371,426,26-04-2026 08:15,A,794
372,427,14-07-2026 00:00,A,1004
373,428,13-04-2021 06:39,A,1232
374,429,06-11-2024 15:12,A,794
375,430,13-06-2026 22:28,A,1126
376,432,16-05-2025 10:42,A,698
377,433,03-12-2021 09:54,A,1158
378,434,26-08-2025 22:40,A,1136
379,435,27-05-2025 06:50,A,1182
380,436,04-02-2024 15:01,A,1264
381,437,06-04-2025 17:08,A,812
382,438,09-09-2022 12:45,A,1003
383,439,08-10-2021 02:08,A,903
384,440,11-10-2025 14:29,A,933
385,441,24-06-2026 20:37,B,1566
386,442,30-04-2023 04:27,A,807
387,443,09-09-2021 04:19,A,1058
388,444,20-05-2025 22:14,A,771
389,445,23-04-2025 02:16,A,1008
390,446,12-05-2025 17:17,C,1312
391,449,17-09-2025 20:10,A,852
392,450,05-03-2022 19:46,A,850
393,451,14-04-2025 00:05,A,1093
394,452,14-03-2023 18:16,C,1494
395,453,12-09-2024 00:31,A,976
396,454,12-12-2022 09:30,A,958
397,455,28-04-2021 02:44,A,943
398,456,09-08-2025 13:30,A,1151
399,457,04-11-2024 22:20,A,1193
400,458,13-02-2024 04:48,A,1292
401,459,11-03-2022 03:17,A,1141
402,460,30-04-2024 03:03,A,1160
403,461,08-01-2026 05:52,A,853
404,462,20-04-2025 23:20,A,736
405,464,19-09-2021 15:56,A,1121
406,466,23-04-2026 02:25,A,883
407,467,23-12-2022 01:03,A,1000
408,468,18-07-2021 20:43,A,962
409,469,19-02-2024 04:56,A,1426
410,470,18-11-2021 12:23,B,756
411,471,01-04-2024 17:18,A,855
412,472,03-10-2025 14:48,A,859
413,474,15-05-2023 03:08,A,1278
414,475,29-06-2022 10:35,A,903
415,476,01-02-2026 16:02,A,1056
416,477,22-12-2023 10:51,B,1151
417,478,15-09-2023 04:38,A,741
418,479,21-11-2021 12:39,A,991
419,480,23-10-2025 18:21,A,1013
420,481,26-01-2023 09:30,A,1156
421,482,25-08-2025 21:07,A,1293
422,483,25-04-2022 22:40,C,955
423,484,05-07-2022 08:41,A,859
424,486,31-10-2022 05:33,A,1356
425,487,06-11-2024 12:09,A,1008
426,488,22-02-2025 03:12,A,1083
427,489,09-05-2023 06:26,A,1207
428,490,04-03-2025 23:46,A,733
429,491,03-03-2025 21:30,A,1259
430,492,14-04-2024 05:29,A,1004
431,493,14-11-2025 23:43,A,1250
432,495,16-12-2025 06:15,A,788
433,496,17-09-2023 09:49,A,770
434,497,11-10-2025 22:45,A,1163
435,498,22-02-2026 23:17,A,1170
436,499,12-02-2026 21:34,A,762
437,500,23-11-2023 04:18,A,820
438,501,15-07-2026 00:00,A,700
439,502,05-02-2022 17:17,A,732
440,503,10-06-2022 04:06,A,742
441,504,29-12-2022 16:14,C,862
442,505,25-02-2025 10:45,A,962
443,506,07-03-2024 04:00,A,895
444,507,24-10-2025 15:30,A,901
445,508,02-02-2026 09:20,B,737
446,509,29-10-2022 18:14,C,1204
447,510,10-11-2025 05:26,A,1359
448,511,24-05-2023 15:11,A,1291
449,512,30-11-2022 00:19,A,997
450,513,29-08-2022 20:34,A,906
451,514,24-02-2024 04:54,A,916
452,515,05-03-2023 05:46,A,995
453,516,08-07-2025 22:11,A,955
454,517,03-06-2021 06:11,A,1180
455,518,26-07-2022 16:20,A,929
456,519,12-07-2021 15:20,B,1008
457,520,16-06-2025 07:28,A,824
458,522,11-05-2021 09:37,A,1108
459,524,17-07-2026 00:00,A,1072
460,525,13-09-2022 21:32,A,815
461,526,08-04-2023 20:58,A,1413
462,527,13-05-2022 15:09,A,1623
463,528,14-07-2026 00:00,C,979
464,529,08-05-2024 07:43,A,790
465,530,22-08-2024 16:45,A,1088
466,531,10-05-2022 17:57,B,741
467,533,25-01-2024 17:09,A,735
468,534,01-12-2023 06:45,A,1124
469,535,21-05-2023 16:28,A,1635
470,536,05-07-2023 01:35,A,785
471,537,19-05-2025 09:46,C,794
472,538,20-07-2026 00:00,C,858
473,539,07-03-2025 02:34,A,1125
474,540,29-11-2025 01:18,A,797
475,541,09-07-2026 04:49,A,897
476,542,27-05-2026 12:28,A,689
477,543,28-04-2025 21:42,A,1196
478,544,14-09-2022 17:25,A,1362
479,545,04-10-2024 07:53,A,898
480,546,09-07-2025 23:34,A,1107
481,547,16-08-2023 07:15,A,1046
482,548,14-04-2023 23:48,A,1378
483,549,24-04-2026 13:39,A,866
484,550,21-06-2023 02:06,A,907
485,551,23-02-2023 21:45,A,875
486,553,01-08-2025 17:13,A,1261
487,554,10-06-2022 01:08,A,976
488,555,07-04-2026 18:38,C,1029
489,556,27-03-2025 04:42,A,791
490,557,07-04-2023 18:56,A,868
491,558,18-10-2022 13:35,A,773
492,559,28-02-2023 20:42,A,893
493,560,18-01-2025 04:19,A,1046
494,561,25-05-2024 17:30,A,1137
495,562,12-09-2024 14:58,A,799
496,563,08-06-2024 13:35,A,1684
497,564,08-06-2023 02:59,A,1201
498,565,17-07-2026 00:00,B,799
499,566,28-02-2025 02:12,B,1423
500,567,07-03-2025 23:42,A,1040
501,568,14-11-2022 09:58,A,1056
502,569,14-12-2021 06:47,A,1177
503,570,13-09-2023 22:38,C,958
504,572,12-03-2023 07:35,A,931
505,573,01-02-2026 11:19,A,1087
506,574,25-12-2024 15:29,A,1135
507,575,17-07-2022 10:58,A,781
508,576,16-08-2021 13:02,B,1041
509,577,08-07-2021 17:59,A,793
510,578,06-07-2021 06:21,C,1027
511,580,13-01-2024 20:43,B,717
512,581,10-01-2022 15:46,C,1175
513,582,14-02-2022 04:46,A,819
514,583,18-07-2023 17:41,C,1113
515,585,06-01-2023 21:03,A,766
516,586,02-04-2024 20:14,A,992
517,587,21-09-2022 11:03,A,1108
518,588,20-10-2024 19:58,A,708
519,589,26-12-2024 13:00,A,898
520,590,08-10-2025 08:34,B,1419
521,591,14-06-2025 22:43,A,1089
522,592,05-04-2026 03:33,A,1127
523,593,27-11-2023 19:33,C,1360
524,594,17-11-2024 11:25,A,1233
525,595,09-10-2024 22:14,A,857
526,597,09-08-2022 20:48,A,1134
527,598,06-08-2025 12:24,C,828
528,599,20-04-2026 02:31,A,797
529,600,14-02-2022 10:36,C,899
530,601,28-12-2024 22:56,A,1197
531,602,20-04-2024 01:59,A,909
532,603,16-06-2023 21:02,A,981
533,604,11-04-2025 10:01,C,1231
534,605,25-03-2024 12:59,A,725
535,606,19-11-2022 18:15,A,927
536,607,06-11-2022 10:24,A,974
537,608,29-07-2025 22:46,A,790
538,609,18-03-2024 13:14,A,899
539,611,01-06-2025 19:38,A,1107
540,612,15-05-2022 14:31,A,958
541,613,05-06-2022 12:27,A,1645
542,614,18-04-2024 19:18,A,1502
543,615,31-05-2026 02:05,A,1076
544,616,22-10-2021 23:24,A,1061
545,617,28-01-2021 02:00,B,863
546,618,24-03-2026 02:11,A,1062
547,619,01-07-2022 17:32,A,978
548,620,11-04-2023 19:38,A,804
549,621,21-11-2021 00:18,A,793
550,622,09-11-2022 07:36,A,1119
551,623,25-08-2023 05:08,A,1148
552,624,10-03-2025 13:17,A,826
553,626,27-05-2023 02:23,A,902
554,627,23-07-2025 19:12,A,700
555,628,06-10-2022 09:00,A,904
556,629,29-06-2024 10:28,A,846
557,630,04-11-2024 20:38,A,801
558,631,27-05-2024 15:20,A,966
559,632,15-07-2022 10:18,A,971
560,633,05-11-2025 08:52,A,1123
561,636,30-07-2025 18:12,A,1205
562,637,18-11-2022 14:45,A,1008
563,638,20-07-2024 09:53,A,812
564,639,28-11-2024 15:08,A,1174
565,640,17-10-2021 21:09,A,1235
566,641,15-06-2024 19:30,A,1143
567,642,16-03-2022 16:59,A,860
568,643,01-07-2026 22:57,A,1080
569,644,11-12-2023 02:06,A,1120
570,645,29-06-2024 01:36,A,762
571,646,19-06-2025 10:50,A,1184
572,647,13-02-2022 23:33,A,1500
573,648,02-12-2024 18:14,A,905
574,649,04-12-2025 22:32,A,966
575,651,26-01-2022 00:30,A,1262
576,653,14-05-2024 23:09,A,1001
577,654,25-12-2023 14:50,A,862
578,655,07-08-2024 23:44,A,979
579,656,05-04-2021 09:02,A,929
580,658,21-01-2023 20:06,A,1173
581,659,03-03-2026 17:10,A,1106
582,660,25-01-2022 14:14,A,1054
583,661,06-07-2022 12:01,A,907
584,662,29-01-2025 14:37,A,1062
585,663,19-10-2024 22:51,A,842
586,664,14-09-2025 17:11,A,804
587,665,01-03-2024 15:33,A,711
588,666,25-04-2022 12:39,A,1180
589,667,23-01-2025 19:11,A,1250
590,668,12-08-2023 18:05,A,1007
591,669,18-06-2024 11:44,C,852
592,670,04-12-2024 13:38,A,1136
593,671,03-08-2023 17:44,A,787
594,672,05-11-2025 15:18,A,714
595,673,17-01-2024 11:00,A,789
596,674,19-08-2022 12:35,A,979
597,675,20-01-2026 14:31,A,780
598,676,27-11-2025 00:50,A,1067
599,677,01-11-2024 05:49,A,1449
600,678,02-07-2025 15:35,B,1164
601,679,22-11-2025 11:34,A,887
602,680,06-02-2025 14:34,A,1159
603,681,23-04-2026 07:19,A,866
604,682,26-02-2025 11:55,A,1295
605,683,16-03-2022 07:13,A,969
606,684,25-02-2025 19:40,A,961
607,685,14-06-2021 06:51,A,1083
608,686,09-12-2025 17:17,A,1254
609,687,10-02-2024 18:17,A,883
610,688,28-02-2026 21:52,A,1424
611,689,23-08-2021 01:17,A,822
612,690,22-08-2023 04:15,C,998
613,693,13-07-2025 21:25,A,905
614,694,22-12-2025 20:17,A,904
615,695,10-08-2024 02:25,A,874
616,696,15-05-2025 22:59,A,1577
617,697,18-03-2024 23:05,C,1501
618,698,30-09-2023 20:42,A,1333
619,699,12-01-2026 06:27,C,791
620,700,26-02-2026 10:53,A,902
621,701,18-09-2024 15:50,A,717
622,703,14-08-2025 01:02,A,965
623,704,18-03-2023 05:28,A,773
624,705,18-07-2026 00:00,A,991
625,706,13-02-2023 08:05,A,1410
626,707,19-04-2025 20:10,A,811
627,709,19-03-2025 09:46,A,1383
628,710,05-03-2026 03:00,A,787
629,711,26-07-2025 04:37,A,856
630,712,23-09-2025 10:52,A,1581
631,713,05-06-2025 13:44,C,1074
632,714,20-12-2022 03:06,A,960
633,715,15-01-2026 09:08,A,1180
634,716,15-04-2025 21:09,A,1073
635,717,11-05-2025 00:39,A,726
636,718,14-03-2025 04:58,C,1171
637,719,27-02-2025 14:55,A,930
638,720,31-12-2024 18:46,A,961
639,721,10-12-2022 13:20,A,1136
640,722,10-12-2023 19:38,C,907
641,723,08-01-2022 22:01,B,853
642,724,22-03-2023 12:18,A,1134
643,725,20-06-2023 07:31,C,978
644,727,30-11-2023 16:56,A,1172
645,728,22-02-2026 10:08,A,826
646,730,05-11-2025 21:11,A,989
647,731,14-07-2022 02:01,A,1202
648,732,26-04-2026 01:50,C,1427
649,733,21-03-2026 20:45,A,865
650,734,22-11-2023 20:34,A,1692
651,735,27-07-2025 09:05,A,1152
652,736,12-01-2025 10:25,A,1415
653,737,25-08-2025 20:43,A,956
654,738,13-03-2025 07:03,A,736
655,739,07-11-2021 13:07,A,1003
656,740,29-12-2024 21:47,A,974
657,741,25-04-2026 22:08,A,744
658,742,24-05-2023 11:33,A,1318
659,744,03-07-2022 04:47,A,902
660,745,06-02-2025 03:49,A,955
661,746,25-01-2024 08:45,C,1355
662,747,02-03-2024 15:29,A,1544
663,748,10-06-2025 11:10,A,845
664,749,31-10-2021 18:43,A,1135
665,751,11-03-2022 00:15,A,908
666,752,19-10-2025 12:58,A,714
667,753,22-09-2022 22:47,B,1002
668,755,12-03-2026 07:26,A,1368
669,756,20-07-2026 00:00,B,966
670,757,11-02-2026 16:02,A,1387
671,758,30-11-2021 09:20,A,861
672,759,24-11-2021 00:23,C,856
673,760,27-12-2024 07:29,A,960
674,761,06-04-2026 15:49,A,791
675,762,29-12-2024 04:00,A,1150
676,763,22-06-2022 11:40,A,860
677,764,05-04-2022 10:00,A,1140
678,765,13-02-2025 16:15,A,1655
679,767,14-04-2023 01:09,A,891
680,768,01-11-2021 16:26,A,903
681,769,25-03-2026 23:05,A,790
682,770,11-07-2022 18:36,A,712
683,771,01-08-2021 04:15,C,824
684,772,15-11-2025 22:53,A,1001
685,773,01-05-2025 08:14,A,1467
686,774,29-08-2021 03:09,A,790
687,775,17-05-2023 14:20,A,904
688,776,31-10-2023 14:19,A,1349
689,777,15-01-2025 03:05,A,1462
690,778,03-04-2022 19:02,C,901
691,779,01-01-2022 10:09,A,734
692,780,27-06-2025 01:43,A,1087
693,781,26-10-2024 05:01,A,893
694,782,05-03-2021 03:29,A,1157
695,783,31-01-2025 04:07,A,1384
696,784,08-05-2024 06:52,A,1184
697,785,02-08-2024 20:41,A,1157
698,786,04-08-2023 00:04,A,1114
699,787,13-08-2025 14:51,A,1066
700,788,18-02-2026 03:02,A,719
701,789,21-09-2024 13:52,B,1002
702,791,24-10-2022 12:43,A,961
703,792,20-06-2022 08:28,C,1329
704,793,05-03-2023 19:15,A,1170
705,794,25-09-2025 17:30,A,1246
706,795,30-08-2023 20:56,C,1666
707,796,04-05-2021 17:50,A,918
708,797,15-06-2026 17:50,A,1079
709,798,12-06-2023 18:32,A,863
710,799,17-11-2025 07:01,A,1068
711,801,11-09-2025 16:22,A,975
712,802,21-07-2022 03:15,A,901
713,803,26-05-2024 01:48,A,919
714,806,09-09-2022 12:22,A,735
715,808,20-06-2024 22:22,A,798
716,809,01-01-2025 11:36,A,1493
