ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
85,78,1,2022-04-22 00:00:00,16,5,74,695,23,119,1,0
86,79,1,2022-10-04 06:58:32,16,3,105,971,10,120,1,0
87,79,1,2022-10-04 06:58:32,16,4,101,930,10,121,1,0
88,79,1,2022-10-04 06:58:32,16,3,105,968,10,122,0,0
89,79,1,2022-10-04 06:58:32,16,3,89,831,10,123,1,0
90,79,1,2022-10-04 06:58:32,16,3,105,964,10,124,1,0
91,79,1,2022-10-04 06:58:32,16,24,174,1478,10,126,1,0
92,79,1,2022-10-04 06:58:32,16,3,105,964,10,127,1,0
93,79,1,2022-10-04 06:58:32,16,5,106,973,10,128,1,0
94,79,1,2022-10-04 06:58:32,16,3,105,965,10,129,1,0
95,80,1,2024-05-02 00:00:17,16,13,120,1072,54,130,1,0
96,81,1,2023-11-29 00:00:00,16,5,83,788,121,131,1,0
97,82,1,2023-03-16 00:00:00,16,19,191,1616,74,132,1,0
98,83,1,2024-10-26 06:09:30,16,11,95,876,42,133,1,0
99,84,1,2022-11-06 00:00:00,16,27,172,1461,103,134,1,0
100,85,1,2024-04-03 00:00:00,16,10,148,1290,11,135,1,0
101,86,1,2021-07-02 00:00:00,16,17,113,1029,66,136,1,0
102,86,1,2021-06-13 00:00:00,16,17,113,1026,66,138,1,0
103,88,1,2024-08-11 00:00:00,16,11,97,903,44,139,1,0
104,89,1,2024-08-17 00:00:00,16,5,80,760,20,140,1,0
105,89,1,2024-08-17 00:00:00,16,5,80,758,20,142,0,0
106,91,1,2023-03-21 00:00:00,16,4,137,1204,11,144,1,0
107,91,1,2023-03-12 00:00:00,16,9,146,1275,11,145,1,0
108,92,1,2024-10-12 00:00:00,16,15,149,1299,58,146,1,0
109,94,1,2022-06-05 00:00:00,16,3,105,967,10,148,1,0
110,95,1,2022-10-29 21:30:36,16,4,177,1501,16,149,1,0
111,96,1,2024-12-04 00:00:00,16,17,111,1007,66,150,1,0
112,98,2,2025-03-16 09:58:16,16,17,115,1044,66,151,1,0
113,99,1,2021-06-15 00:00:00,16,17,115,1047,64,152,1,0
114,103,1,2022-11-24 00:00:00,16,22,86,805,83,154,1,0
115,105,1,2024-03-15 00:00:00,16,3,106,978,14,155,0,0
116,106,1,2023-11-27 00:00:00,16,5,84,791,21,157,1,0
117,108,1,2023-08-08 00:00:00,16,3,106,975,10,159,1,0
118,108,1,2023-07-28 00:00:00,16,3,106,979,10,160,1,0
119,109,1,2022-11-03 00:00:00,16,22,92,857,83,162,1,0
120,110,1,2026-01-23 00:00:00,16,29,156,1352,110,164,1,0
121,110,1,2026-01-25 00:00:00,16,29,156,1357,110,165,1,0
122,110,1,2026-01-23 00:00:00,16,29,156,1356,111,167,1,0
123,110,1,2026-01-23 00:00:00,16,29,156,1352,110,169,1,0
124,110,1,2026-01-24 00:00:00,16,29,156,1357,110,170,1,0
125,111,1,2026-01-27 00:00:00,16,5,78,733,21,171,0,0
126,113,1,2023-05-12 23:34:25,16,3,104,960,10,173,1,0
127,113,1,2023-05-12 23:34:25,16,3,104,960,10,175,1,0
128,113,1,2023-05-12 23:34:25,16,3,104,959,10,176,0,0
129,113,1,2023-05-12 23:34:25,16,3,104,956,10,178,1,0
130,113,1,2023-05-12 23:34:25,16,3,104,956,10,179,1,0
131,113,1,2023-05-12 23:34:25,16,3,104,959,10,180,1,0
132,114,1,2025-05-28 00:00:00,16,2,32,375,11,181,1,0
133,115,1,2023-10-12 00:00:00,16,13,118,1057,50,182,1,0
134,116,1,2022-10-24 00:00:00,16,19,190,1611,75,183,1,0
135,117,1,2023-03-03 00:00:00,16,17,110,997,64,184,1,0
136,118,2,2023-01-09 00:00:00,16,5,80,762,20,185,1,0
137,119,1,2024-08-09 00:00:00,16,3,109,993,10,187,1,0
138,119,1,2024-08-09 00:00:00,16,3,109,994,10,188,1,0
139,121,2,2023-10-02 00:00:00,16,4,177,1500,17,189,1,0
140,123,1,2021-09-17 00:00:00,16,17,113,1031,64,193,1,0
141,124,1,2026-06-10 00:00:00,16,5,80,764,20,194,1,0
142,124,1,2026-06-13 00:00:00,16,5,80,759,20,195,1,0
143,124,2,2026-06-10 00:00:00,16,5,80,764,20,196,1,0
144,125,1,2023-06-23 00:00:00,16,11,99,919,42,197,1,0
145,125,1,2023-06-23 00:00:00,16,11,99,919,42,198,0,0
146,126,1,2024-11-05 00:00:00,16,30,198,1677,112,199,1,0
147,126,2,2024-11-03 00:00:00,16,30,198,1681,112,200,1,0
148,127,1,2024-08-16 00:00:00,16,8,181,1533,32,201,1,0
149,128,1,2024-01-18 00:00:00,16,17,19,208,44,207,1,0
150,129,2,2026-06-10 00:00:00,16,9,36,442,40,208,1,0
151,130,1,2025-02-05 16:42:50,16,17,110,1003,64,209,1,0
152,132,1,2022-09-19 00:00:00,16,22,89,831,82,210,1,0
153,133,1,2024-10-07 00:00:00,16,5,84,793,118,211,1,0
154,133,1,2024-10-13 00:00:00,16,5,84,791,20,212,1,0
155,134,2,2025-04-02 00:00:00,16,5,75,704,19,213,1,0
156,135,1,2021-11-24 00:00:00,1,4,134,1186,18,214,1,0
157,136,1,2026-04-29 00:00:00,16,11,97,901,40,216,1,0
158,136,1,2026-04-17 00:00:00,16,11,97,906,44,217,1,0
159,138,1,2022-10-10 02:28:05,16,11,96,896,40,218,1,0
160,139,1,2022-08-22 00:00:00,16,5,83,789,122,219,1,0
161,140,1,2021-03-05 00:00:00,16,22,88,828,83,220,1,0
162,140,1,2021-03-07 00:00:00,16,16,13,136,83,221,1,0
163,141,1,2026-02-06 00:00:00,16,22,91,854,82,222,1,0
164,143,1,2023-05-17 00:00:00,16,26,130,1157,100,225,1,0
165,145,1,2023-08-08 12:54:28,16,17,112,1018,64,227,1,0
166,147,1,2023-07-31 00:00:00,16,16,186,1579,61,228,1,0
167,148,1,2026-03-12 00:00:00,16,5,76,713,24,229,1,0
168,149,1,2025-08-07 00:00:00,16,3,105,964,13,230,1,0
169,150,1,2021-10-23 15:41:57,16,5,83,789,19,231,1,0
170,150,1,2021-10-25 00:00:00,16,5,83,788,19,232,1,0
171,150,1,2021-10-23 00:00:00,16,5,83,786,19,233,1,0
172,152,1,2025-10-23 00:00:00,16,10,167,1429,37,235,1,0
173,152,1,2025-10-23 00:00:00,16,10,167,1426,37,236,1,0
174,152,1,2025-10-23 00:00:00,16,10,167,1426,39,240,1,0
175,152,1,2025-10-23 00:00:00,16,10,167,1429,37,241,1,0
176,153,1,2025-02-19 00:00:00,16,13,121,1092,50,243,1,0
177,155,1,2025-07-04 00:00:00,16,26,127,1133,101,245,1,0
178,156,1,2026-06-20 00:00:00,16,11,97,901,40,246,1,0
179,158,1,2024-02-28 00:00:00,16,27,170,1452,104,247,1,0
180,159,1,2021-01-18 00:00:00,16,6,159,1374,27,248,1,0
181,160,1,2022-09-29 00:00:00,16,5,81,771,19,249,1,0
182,160,1,2022-10-06 00:00:00,16,5,81,768,19,250,1,0
183,163,1,2024-08-28 00:00:00,16,20,155,1345,76,251,1,0
184,165,1,2022-10-04 00:00:00,16,26,129,1152,98,253,1,0
185,167,1,2025-05-04 00:00:00,16,26,128,1137,98,254,1,0
186,168,1,2025-08-31 00:00:00,16,6,161,1388,27,255,1,0
187,168,1,2025-08-31 00:00:00,16,6,161,1389,27,256,0,0
188,170,1,2024-09-30 00:00:00,16,22,87,812,82,259,0,0
189,171,1,2022-03-05 00:00:00,16,25,142,1236,95,260,1,0
190,173,1,2023-03-25 00:00:00,16,26,131,1169,99,262,1,0
191,173,1,2023-03-21 00:00:00,16,26,131,1171,99,263,1,1
192,175,1,2022-08-09 00:00:00,16,26,132,1172,101,265,1,0
193,175,1,2022-08-09 00:00:00,16,26,132,1172,97,267,1,0
194,179,2,2023-11-09 00:00:00,16,11,97,905,40,270,1,0
195,180,1,2026-05-05 00:00:00,16,19,191,1619,74,272,1,0
196,181,2,2025-12-28 00:00:00,16,29,155,1348,110,273,1,0
197,181,2,2025-12-30 00:00:00,16,29,155,1347,110,274,1,0
198,181,1,2025-12-31 00:00:00,16,29,155,1344,110,275,1,0
199,181,1,2025-12-27 00:00:00,16,29,155,1345,110,276,1,0
200,182,2,2025-08-12 00:00:00,16,3,107,981,10,278,1,0
201,183,1,2025-11-29 00:00:00,16,22,92,856,82,280,1,0
202,183,1,2025-11-19 00:00:00,16,22,92,857,82,281,1,0
203,184,1,2026-02-05 00:00:00,16,26,127,1127,98,282,1,0
204,185,1,2022-02-13 00:00:00,16,5,75,704,118,283,1,0
205,186,1,2026-07-21 00:00:00,16,26,131,1171,99,284,1,0
206,187,1,2022-11-01 00:00:00,16,5,85,798,20,285,1,0
207,188,2,2025-01-20 00:00:00,16,11,97,907,42,287,1,0
208,188,1,2025-01-20 00:00:00,16,11,97,904,44,288,1,0
209,188,2,2025-01-20 00:00:00,16,11,97,905,42,289,1,0
210,189,1,2025-04-08 00:00:00,16,24,195,1653,93,292,1,0
211,190,1,2021-11-06 20:14:55,16,17,111,1012,64,294,1,0
212,191,1,2023-04-03 00:00:00,16,22,92,860,82,295,1,0
213,193,1,2024-11-10 00:33:29,16,3,108,989,11,297,1,0
214,193,1,2024-11-10 00:33:29,16,3,108,988,11,298,1,0
215,193,1,2024-11-10 00:33:29,16,3,108,986,11,299,1,0
216,193,1,2024-11-10 00:33:29,16,3,108,991,11,300,1,0
217,194,1,2024-11-10 00:00:00,16,22,90,845,82,301,1,0
218,195,1,2023-10-26 00:00:00,16,17,75,705,84,302,1,0
219,195,1,2023-10-26 00:00:00,16,22,88,824,84,303,1,0
220,195,1,2023-10-26 00:00:00,16,22,88,822,86,304,1,0
221,195,1,2023-10-26 00:00:00,16,22,88,820,85,305,1,0
222,196,1,2026-06-18 00:00:00,16,3,107,984,12,306,1,0
223,197,2,2021-08-24 10:37:40,16,5,74,693,19,307,1,0
224,199,1,2021-10-09 00:00:00,16,30,62,616,114,308,1,0
225,199,1,2021-10-15 00:00:00,16,17,110,1001,66,309,1,0
226,199,2,2021-10-14 00:00:00,16,17,110,1001,66,310,0,0
227,199,1,2021-10-10 00:00:00,16,7,44,491,29,311,1,0
228,199,1,2021-10-09 00:00:00,16,17,110,997,66,312,1,0
229,203,1,2026-04-25 00:00:00,16,21,84,793,83,316,1,0
230,204,1,2021-02-13 00:00:00,16,3,108,986,11,318,0,0
231,205,1,2024-02-26 00:00:00,16,17,114,1042,68,319,1,0
232,206,1,2025-06-04 00:00:00,16,3,105,969,14,320,1,0
233,207,2,2024-12-20 00:00:00,16,5,84,793,20,321,0,0
234,208,1,2022-01-31 00:00:00,16,28,76,714,65,323,1,0
235,209,1,2025-07-17 00:00:00,16,31,201,1698,116,325,1,0
236,211,1,2022-12-07 00:00:00,16,5,85,798,19,330,1,0
237,212,1,2022-05-18 00:00:00,16,26,129,1150,99,331,1,0
238,213,1,2021-01-22 00:00:00,16,22,93,865,84,332,1,0
239,215,1,2025-09-19 00:00:00,16,26,132,1174,97,335,1,0
240,217,1,2022-10-10 00:00:00,16,13,125,1114,49,336,1,0
241,218,1,2022-11-29 00:00:00,16,26,130,1159,98,337,1,1
242,220,1,2021-05-23 00:00:00,16,14,184,1556,57,339,1,0
243,221,1,2022-10-12 00:00:00,16,3,105,971,11,340,1,0
244,224,1,2025-08-05 00:00:00,16,26,129,1144,97,342,1,0
245,225,1,2025-02-24 00:00:00,16,22,93,865,82,343,1,0
246,229,1,2022-09-17 00:00:00,16,13,125,1113,50,345,1,0
247,230,1,2022-09-17 00:00:00,16,22,86,804,84,346,1,0
248,230,1,2022-09-17 00:00:00,16,22,86,799,86,347,1,0
249,230,1,2022-09-17 00:00:00,16,22,86,802,84,348,1,0
250,232,1,2026-07-02 00:00:00,16,13,123,1108,50,349,1,0
251,234,1,2021-11-12 00:00:00,16,5,79,752,21,351,1,0
252,235,1,2023-12-05 00:00:00,16,29,157,1360,110,352,1,0
253,238,1,2026-05-09 15:03:05,16,5,82,783,20,356,1,0
254,240,1,2022-04-26 00:00:00,16,22,90,844,84,359,1,0
255,241,1,2025-01-20 00:00:00,16,26,126,1123,97,360,1,0
256,242,2,2026-06-27 00:00:00,16,5,84,790,20,361,1,0
257,243,1,2024-09-18 00:00:00,16,11,100,926,41,362,1,0
258,247,1,2021-08-20 00:00:00,16,5,76,719,22,365,1,0
259,248,1,2022-08-24 00:00:00,16,26,133,1179,97,367,1,0
260,249,1,2023-09-20 00:00:00,16,5,169,1445,97,368,1,0
261,250,1,2022-02-21 00:00:00,16,5,80,761,19,369,1,0
262,251,1,2024-10-01 00:00:00,16,11,95,886,40,370,1,0
263,251,2,2024-10-01 00:00:00,16,11,95,881,40,371,1,0
264,253,2,2025-10-07 00:00:00,2,3,18,204,94,373,1,1
265,254,2,2026-03-30 00:00:00,16,6,158,1370,26,374,1,0
266,257,1,2025-02-10 00:00:00,16,13,93,864,65,377,1,0
267,257,1,2025-03-02 00:00:00,16,17,110,996,64,378,1,0
268,258,1,2024-12-29 00:00:00,16,3,105,971,11,379,1,0
269,259,2,2025-07-19 05:15:58,16,11,101,932,41,380,1,0
270,260,1,2022-09-11 00:25:32,16,25,16,176,25,381,1,0
271,260,1,2022-09-11 00:25:32,16,6,161,1386,25,382,1,0
272,260,1,2022-09-11 00:25:32,16,6,161,1384,25,383,1,0
273,260,1,2022-09-11 00:25:32,16,6,161,1386,25,384,0,0
274,260,1,2022-09-11 00:25:32,16,6,161,1389,25,385,1,0
275,260,1,2022-09-11 00:25:32,16,6,161,1384,25,386,1,0
276,260,1,2022-09-11 00:25:32,16,6,161,1384,25,387,1,0
277,260,2,2022-09-11 00:25:32,16,23,200,1690,25,388,1,0
278,261,1,2021-06-20 00:00:00,16,3,104,958,15,389,1,0
279,262,2,2022-10-25 00:00:00,16,5,83,789,121,390,1,0
280,263,1,2021-02-12 00:00:00,16,5,76,718,21,391,1,0
281,264,1,2024-02-15 00:00:00,16,5,83,789,23,392,1,0
282,265,1,2023-01-31 00:00:00,16,26,129,1153,99,393,1,0
283,265,1,2023-02-08 00:00:00,16,26,129,1144,99,395,1,0
284,265,1,2023-01-30 00:00:00,16,6,41,475,99,396,1,0
285,265,1,2023-03-04 00:00:00,16,26,129,1147,100,397,1,0
286,265,1,2023-02-01 00:00:00,16,26,129,1151,99,398,1,0
287,265,1,2023-02-08 00:00:00,16,26,129,1144,99,399,1,0
288,266,1,2026-03-11 00:00:00,16,11,95,884,42,400,1,0
289,267,1,2022-06-22 00:00:00,16,2,134,1187,6,401,1,0
290,268,1,2024-09-28 00:00:00,16,12,141,1232,47,402,1,0
291,270,1,2025-11-12 00:00:00,16,3,102,937,10,405,1,0
292,270,1,2025-11-16 00:00:00,16,3,102,938,10,407,1,0
293,271,1,2025-03-16 00:00:00,16,5,73,686,20,409,1,0
294,271,1,2025-03-16 00:00:00,16,5,73,685,20,410,1,0
295,271,1,2025-03-16 00:00:00,16,5,73,688,20,411,1,0
296,272,1,2024-12-01 00:00:00,16,22,86,802,82,413,1,0
297,274,2,2026-06-05 00:00:00,16,22,168,1436,83,415,1,0
298,274,1,2026-06-05 00:00:00,16,22,89,830,83,416,1,0
299,274,1,2026-06-05 00:00:00,16,22,89,838,83,417,1,0
300,275,1,2022-10-07 00:00:00,16,3,104,959,14,419,1,0
301,276,1,2026-05-30 00:00:00,16,22,86,807,84,420,1,0
302,276,1,2026-06-08 00:00:00,16,22,86,800,84,421,0,0
303,277,1,2025-09-19 00:00:00,16,22,92,856,83,422,0,0
304,277,1,2025-09-18 00:00:00,16,22,92,856,83,423,1,0
305,278,1,2022-12-09 00:00:00,16,2,149,1300,51,424,1,0
306,279,1,2025-06-26 00:00:00,16,26,193,1638,20,425,1,0
307,282,2,2025-11-04 00:00:00,16,6,160,1378,27,428,1,0
308,283,1,2024-02-13 00:00:00,16,22,96,889,84,433,1,0
309,284,1,2026-05-17 00:00:00,16,17,114,1038,66,434,1,0
310,285,2,2021-11-27 00:00:00,16,19,190,1611,73,435,1,0
311,287,2,2024-12-24 00:00:00,16,11,97,898,41,437,1,0
312,287,1,2024-12-15 00:00:00,16,11,97,907,43,441,1,1
313,287,1,2024-11-26 00:00:00,16,11,97,903,41,442,1,0
314,287,1,2024-11-26 00:00:00,16,11,97,901,41,443,1,0
315,289,1,2026-07-13 00:00:00,16,22,89,838,85,444,1,0
316,292,1,2022-06-24 16:04:43,16,22,92,855,85,446,1,0
317,292,1,2022-07-07 00:00:00,16,22,92,857,83,447,1,0
318,292,2,2022-06-24 00:00:00,16,22,92,858,87,448,1,0
319,292,1,2022-06-24 00:00:00,16,22,92,856,83,449,1,0
320,292,1,2022-06-23 00:00:00,16,22,92,855,83,450,1,0
321,292,1,2022-06-23 00:00:00,16,22,92,858,83,451,1,0
322,292,2,2022-07-05 00:00:00,16,22,92,856,83,452,1,0
323,293,2,2022-03-15 17:18:11,16,13,124,1111,53,453,1,0
324,295,1,2022-05-25 00:00:00,16,5,81,770,19,456,1,0
325,295,1,2022-06-22 00:00:00,16,5,81,772,19,457,1,0
326,295,1,2022-05-26 00:00:00,16,5,81,767,19,458,1,0
327,295,1,2022-05-28 00:00:00,16,5,81,766,19,459,1,0
328,296,1,2021-08-21 00:00:00,16,4,176,1494,17,460,1,0
329,298,1,2025-07-08 00:00:00,16,24,178,1510,10,462,1,0
330,298,1,2025-10-02 00:00:00,16,3,108,988,10,464,1,0
331,299,1,2023-01-03 00:00:00,16,2,137,1206,5,465,1,0
332,300,1,2026-05-08 00:00:00,16,3,106,976,15,466,0,0
333,301,1,2022-09-28 00:00:00,16,11,97,902,40,467,1,0
334,302,1,2023-03-12 00:00:00,16,17,110,997,66,468,1,0
335,303,1,2026-04-20 00:00:00,16,3,106,972,14,470,1,0
336,304,1,2024-03-21 00:00:00,16,22,88,825,86,471,1,0
337,304,1,2024-03-23 00:00:00,16,22,88,820,82,472,1,0
338,305,1,2025-07-14 00:00:00,16,14,150,1301,41,474,0,0
339,305,1,2025-07-14 00:00:00,16,11,96,896,41,476,1,0
340,306,1,2022-10-02 00:00:00,16,13,121,1090,50,477,1,0
341,308,1,2022-01-28 00:00:00,16,11,96,887,45,479,1,1
342,309,1,2023-06-11 00:00:00,16,17,117,1055,65,480,1,0
343,310,2,2024-10-08 00:00:00,16,26,128,1139,101,481,1,0
344,312,2,2024-08-28 13:14:57,16,26,128,1135,99,483,1,0
345,313,1,2021-10-28 00:00:00,16,25,143,1250,94,484,0,0
346,314,1,2023-04-25 00:00:00,16,26,127,1127,99,485,1,0
347,314,1,2023-04-25 00:00:00,16,26,127,1126,99,486,1,0
348,314,1,2023-04-23 05:00:54,16,26,127,1132,99,487,1,1
349,315,1,2021-06-03 00:00:00,16,22,80,757,19,488,1,0
350,316,1,2025-09-18 00:00:00,16,11,97,907,40,489,1,0
351,317,1,2024-06-06 00:00:00,16,11,95,885,42,490,1,0
352,319,1,2025-06-20 00:00:00,16,31,15,153,117,492,1,0
353,319,1,2025-06-18 00:00:00,16,11,94,867,44,493,1,0
354,320,1,2021-09-08 00:00:00,16,10,168,1439,39,494,1,0
355,320,1,2021-08-31 00:00:00,16,10,168,1431,39,495,1,0
356,320,1,2021-08-23 00:00:00,16,10,168,1437,39,496,0,0
357,321,1,2026-07-20 00:00:00,16,13,118,1060,49,497,1,0
358,321,2,2026-07-13 00:00:00,16,13,118,1062,53,498,1,0
359,322,2,2024-07-01 00:00:00,16,3,104,957,10,500,1,0
360,323,2,2025-10-07 00:00:00,16,5,85,796,19,501,1,0
361,323,1,2025-10-07 00:00:00,16,5,85,796,19,502,1,0
362,323,1,2025-10-07 00:00:00,16,5,85,796,19,503,1,0
363,325,1,2023-05-20 21:17:16,16,6,148,1290,26,505,0,0
364,326,1,2023-08-18 00:06:47,16,5,82,782,19,507,1,0
365,326,1,2023-08-16 00:00:00,16,5,82,778,19,508,1,0
366,327,1,2023-01-28 00:00:00,16,11,95,876,40,509,1,0
367,328,1,2024-10-01 00:00:00,16,5,78,740,20,510,1,0
368,329,2,2022-09-17 00:00:00,16,3,106,974,11,512,1,0
369,329,1,2022-10-06 00:00:00,16,3,106,972,11,514,1,0
370,331,1,2025-04-12 00:00:00,16,26,130,1156,98,516,1,0
371,331,1,2025-04-11 00:00:00,16,26,130,1167,98,517,1,0
372,332,1,2022-11-06 00:00:00,16,21,153,1328,80,518,1,0
373,333,1,2021-07-12 00:00:00,16,11,95,875,44,519,1,0
374,334,1,2023-03-30 00:00:00,16,17,112,1021,65,520,1,0
375,335,1,2023-05-31 00:00:00,16,13,118,1061,50,521,1,0
376,336,1,2021-09-21 00:00:00,16,17,111,1011,65,522,0,0
377,336,1,2021-09-26 00:00:00,16,17,111,1009,65,523,0,0
378,337,1,2026-01-20 00:00:00,16,9,183,1551,34,524,1,0
379,338,1,2022-02-28 14:44:29,16,21,26,301,49,525,1,0
380,338,1,2022-02-28 14:44:29,16,6,8,80,25,526,1,0
381,338,2,2022-02-28 14:44:29,16,13,124,1110,52,527,1,0
382,338,1,2022-02-28 14:44:29,16,13,124,1112,49,528,1,0
383,338,1,2022-02-28 14:44:29,16,13,124,1111,49,529,1,0
384,338,1,2022-02-28 14:44:29,16,13,124,1110,49,530,1,0
385,338,1,2022-02-28 14:44:29,16,13,124,1112,49,531,1,0
386,338,2,2022-02-28 14:44:29,16,13,124,1112,49,532,1,0
387,339,1,2024-12-24 00:00:00,16,3,106,973,12,533,1,0
388,339,1,2024-12-20 00:00:00,16,3,106,973,10,534,1,0
